,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,year
132,Oregon,16794,No,Basic,High School or Below,2011-02-24,Employed,F,38399,Urban,Married,106,12.0,6,0.0,2,Personal Auto,Personal L3,Offer2,Web,369,SUV,Medsize,Automatic,February,2011
133,Oregon,24278,No,Extended,Master,2011-02-26,Retired,F,20983,Urban,Single,97,10.0,52,1.0,2,Personal Auto,Personal L2,Offer1,Branch,452,Four-Door Car,Medsize,Automatic,February,2011
134,California,7463,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,7,Two-Door Car,Small,Automatic,January,2011
135,California,3736,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,110,3.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Medsize,Manual,January,2011
136,Oregon,2891,No,Basic,Bachelor,2011-02-02,Employed,F,80590,Rural,Married,71,4.0,19,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,134,Four-Door Car,Small,Automatic,February,2011
137,Washington,11982,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257,Two-Door Car,Medsize,Manual,January,2011
138,Oregon,4283,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,167,SUV,Medsize,Manual,February,2011
139,Arizona,5381,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,322,Four-Door Car,Medsize,Manual,February,2011
140,Oregon,5828,No,Basic,College,2011-02-16,Employed,F,31364,Suburban,Married,74,28.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Web,461,Four-Door Car,Small,Manual,February,2011
141,California,5048,No,Extended,High School or Below,2011-02-17,Employed,F,34452,Suburban,Married,126,2.0,51,0.0,1,Personal Auto,Personal L1,Offer4,Agent,605,SUV,Large,Automatic,February,2011
142,Oregon,7737,No,Basic,College,2011-01-19,Employed,F,50296,Rural,Married,65,26.0,62,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,47,Two-Door Car,Medsize,Automatic,January,2011
143,California,7950,No,Basic,High School or Below,2011-01-21,Employed,M,26189,Suburban,Single,69,6.0,42,0.0,2,Personal Auto,Personal L2,Offer3,Agent,331,Four-Door Car,Small,Manual,January,2011
144,Washington,8007,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,538,Sports Car,Medsize,Automatic,January,2011
145,Arizona,4873,No,Extended,High School or Below,2011-01-05,Retired,F,18866,Suburban,Married,126,4.0,62,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,605,SUV,Medsize,Manual,January,2011
146,Oregon,2252,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,65,13.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Web,468,Two-Door Car,Medsize,Manual,January,2011
147,Oregon,4957,No,Basic,College,2011-01-15,Employed,F,62803,Suburban,Married,62,16.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Web,401,Two-Door Car,Small,Automatic,January,2011
148,Oregon,2656,No,Basic,High School or Below,2011-01-04,Employed,F,83460,Suburban,Divorced,66,20.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443,Four-Door Car,Medsize,Manual,January,2011
149,Washington,5899,No,Extended,Bachelor,2011-02-17,Employed,F,53998,Suburban,Divorced,78,5.0,38,5.0,8,Personal Auto,Personal L3,Offer1,Call Center,415,Four-Door Car,Medsize,Automatic,February,2011
150,California,17724,No,Extended,College,2011-02-18,Employed,F,25771,Suburban,Married,222,21.0,58,0.0,4,Personal Auto,Personal L1,Offer1,Branch,1254,Luxury SUV,Medsize,Manual,February,2011
151,California,4518,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261,Suburban,Married,118,31.0,9,0.0,1,Personal Auto,Personal L3,Offer4,Branch,566,SUV,Medsize,Manual,February,2011
152,Arizona,5311,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,346,Four-Door Car,Small,Automatic,February,2011
153,Nevada,2773,No,Basic,High School or Below,2011-01-26,Employed,F,73478,Urban,Married,68,2.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,242,Four-Door Car,Medsize,Automatic,January,2011
154,Arizona,5504,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350,Four-Door Car,Medsize,Automatic,February,2011
155,Oregon,8489,No,Basic,High School or Below,2011-01-04,Employed,F,80213,Suburban,Married,70,12.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,440,Two-Door Car,Medsize,Manual,January,2011
156,Washington,2472,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,114,Two-Door Car,Medsize,Automatic,January,2011
157,Oregon,5876,No,Basic,College,2011-02-09,Employed,F,32848,Urban,Married,74,15.0,59,0.0,5,Personal Auto,Personal L2,Offer3,Call Center,250,Four-Door Car,Medsize,Manual,February,2011
158,California,12313,No,Premium,College,2011-01-17,Unemployed,M,0,Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835,Two-Door Car,Medsize,Automatic,January,2011
159,Oregon,3982,No,Extended,Doctor,2011-01-03,Employed,F,38500,Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423,Four-Door Car,Large,Automatic,January,2011
160,California,8237,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940,Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,514,SUV,Small,Automatic,January,2011
161,California,12488,No,Premium,High School or Below,2011-01-11,Employed,F,31283,Suburban,Married,104,15.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Agent,499,Four-Door Car,Medsize,Manual,January,2011
162,Oregon,5367,No,Basic,Doctor,2011-02-22,Unemployed,F,0,Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223,Four-Door Car,Large,Manual,February,2011
163,Arizona,2518,No,Basic,College,2011-02-26,Unemployed,F,0,Rural,Married,69,15.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,42,Four-Door Car,Medsize,Manual,February,2011
164,California,5583,No,Basic,High School or Below,2011-02-22,Employed,F,57925,Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,205,Two-Door Car,Medsize,Manual,February,2011
165,California,7357,No,Extended,High School or Below,2011-01-09,Employed,M,81145,Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321,Two-Door Car,Large,Automatic,January,2011
166,California,10144,No,Extended,College,2011-01-29,Medical Leave,F,27231,Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422,Four-Door Car,Medsize,Manual,January,2011
167,Oregon,8672,No,Basic,College,2011-01-26,Employed,F,22547,Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,538,SUV,Medsize,Automatic,January,2011
168,California,2675,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331,Four-Door Car,Small,Manual,February,2011
169,California,34611,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523,Sports Car,Medsize,Manual,January,2011
170,California,8071,No,Basic,Bachelor,2011-02-07,Employed,M,72149,Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69,SUV,Medsize,Automatic,February,2011
171,California,7256,No,Extended,College,2011-01-05,Medical Leave,M,10710,Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451,Two-Door Car,Small,Manual,January,2011
172,Arizona,14511,No,Basic,High School or Below,2011-01-25,Employed,M,60120,Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716,Luxury Car,Medsize,Automatic,January,2011
173,California,11009,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358,Luxury Car,Medsize,Manual,January,2011
174,Arizona,4633,No,Basic,College,2011-01-15,Medical Leave,M,27132,Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302,Four-Door Car,Medsize,Automatic,January,2011
175,California,5273,No,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,68,Four-Door Car,Medsize,Manual,February,2011
176,Arizona,4340,No,Basic,College,2011-01-06,Unemployed,M,0,Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446,Four-Door Car,Medsize,Manual,January,2011
177,California,5489,No,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,66,Four-Door Car,Large,Automatic,February,2011
178,California,14228,No,Extended,Bachelor,2011-01-16,Employed,M,31650,Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,581,SUV,Medsize,Automatic,January,2011
179,California,12840,No,Extended,College,2011-02-03,Unemployed,F,0,Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648,Two-Door Car,Large,Manual,February,2011
180,Arizona,2673,No,Basic,Master,2011-02-13,Employed,M,28728,Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,322,Four-Door Car,Small,Automatic,February,2011
181,Oregon,5332,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,310,Four-Door Car,Medsize,Automatic,February,2011
182,Arizona,10065,No,Extended,High School or Below,2011-02-03,Employed,F,20440,Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614,Sports Car,Medsize,Automatic,February,2011
183,Washington,8972,No,Basic,Bachelor,2011-01-27,Employed,M,89689,Rural,Divorced,74,15.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Branch,137,Four-Door Car,Large,Automatic,January,2011
184,California,8197,No,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528,SUV,Medsize,Manual,January,2011
185,Oregon,3514,No,Extended,Bachelor,2011-02-23,Employed,F,73643,Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147,Four-Door Car,Medsize,Manual,February,2011
186,California,4293,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,293,Two-Door Car,Large,Automatic,January,2011
187,Arizona,3568,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660,SUV,Medsize,Automatic,January,2011
188,Nevada,46805,No,Extended,High School or Below,2011-02-25,Employed,M,83006,Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065,Luxury SUV,Small,Manual,February,2011
189,Washington,2667,No,Basic,Bachelor,2011-02-08,Employed,F,79251,Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,322,Four-Door Car,Medsize,Manual,February,2011
190,California,13057,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833,Luxury SUV,Small,Manual,February,2011
191,California,5823,No,Basic,High School or Below,2011-01-31,Employed,F,88359,Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,36,Two-Door Car,Medsize,Automatic,January,2011
192,California,9536,No,Extended,Bachelor,2011-01-07,Employed,F,62421,Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384,Four-Door Car,Medsize,Manual,January,2011
193,Nevada,8107,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,365,Two-Door Car,Small,Manual,January,2011
194,California,3484,No,Extended,Bachelor,2011-01-10,Employed,M,34307,Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186,Four-Door Car,Medsize,Automatic,January,2011
195,Oregon,34039,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499,Sports Car,Medsize,Automatic,January,2011
196,Washington,7995,No,Basic,High School or Below,2011-01-02,Employed,F,66685,Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,39,Two-Door Car,Large,Automatic,January,2011
197,Arizona,11612,No,Extended,Bachelor,2011-02-11,Employed,M,28915,Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,365,Four-Door Car,Medsize,Manual,February,2011
198,Nevada,4454,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326,Four-Door Car,Large,Automatic,February,2011
199,Arizona,5395,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355,Four-Door Car,Medsize,Automatic,February,2011
200,Arizona,8448,No,Basic,Bachelor,2011-02-18,Employed,F,61337,Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,3,SUV,Medsize,Manual,February,2011
201,Arizona,2927,No,Basic,Bachelor,2011-02-14,Employed,F,75685,Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,370,Four-Door Car,Small,Automatic,February,2011
202,Arizona,2960,No,Extended,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590,Four-Door Car,Medsize,Manual,February,2011
203,Washington,6582,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,298,Four-Door Car,Medsize,Automatic,February,2011
204,Washington,2694,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,15.0,87,0.0,1,Personal Auto,Personal L3,Offer2,Agent,344,Two-Door Car,Medsize,Manual,January,2011
205,California,2845,No,Basic,Bachelor,2011-02-06,Employed,M,80306,Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,341,Two-Door Car,Medsize,Automatic,February,2011
206,Arizona,5838,No,Basic,Doctor,2011-01-10,Employed,M,83308,Suburban,Married,73,15.0,81,0.0,7,Personal Auto,Personal L2,Offer3,Agent,419,Four-Door Car,Medsize,Automatic,January,2011
207,Washington,4434,No,Premium,High School or Below,2011-01-13,Employed,M,34549,Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,126,Four-Door Car,Medsize,Automatic,January,2011
208,California,5569,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407,Two-Door Car,Medsize,Manual,January,2011
209,Washington,7031,No,Extended,Master,2011-01-24,Retired,M,16224,Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498,Four-Door Car,Medsize,Automatic,January,2011
210,California,2449,No,Basic,High School or Below,2011-02-04,Employed,M,47122,Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,298,Two-Door Car,Medsize,Automatic,February,2011
211,Arizona,2504,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,497,Four-Door Car,Medsize,Automatic,January,2011
212,California,9095,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,557,SUV,Medsize,Automatic,January,2011
213,Nevada,8072,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806,SUV,Small,Automatic,February,2011
214,Oregon,15033,No,Basic,College,2011-01-17,Medical Leave,M,17150,Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,690,Two-Door Car,Medsize,Automatic,January,2011
215,Arizona,8256,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159,Two-Door Car,Medsize,Manual,January,2011
216,Oregon,11009,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Special Auto,Special L3,Offer2,Agent,1358,Luxury Car,Medsize,Automatic,January,2011
217,California,5319,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,322,Four-Door Car,Small,Manual,January,2011
218,Arizona,4734,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Suburban,Married,62,5.0,41,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,741,Four-Door Car,Small,Manual,January,2011
219,California,33473,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,509,SUV,Medsize,Manual,January,2011
220,Oregon,4551,No,Premium,High School or Below,2011-02-08,Disabled,F,17913,Suburban,Married,116,0.0,39,0.0,1,Personal Auto,Personal L3,Offer3,Web,557,Four-Door Car,Small,Automatic,February,2011
221,California,4773,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638,SUV,Medsize,Manual,February,2011
222,Arizona,6285,No,Extended,College,2011-02-28,Employed,M,52210,Suburban,Married,80,6.0,74,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384,Four-Door Car,Medsize,Manual,February,2011
223,Oregon,4435,No,Basic,Bachelor,2011-02-20,Employed,F,58082,Rural,Married,112,31.0,66,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,103,SUV,Medsize,Automatic,February,2011
224,Oregon,17254,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Married,69,33.0,49,1.0,2,Personal Auto,Personal L1,Offer1,Agent,331,Four-Door Car,Medsize,Manual,January,2011
225,Oregon,2916,No,Basic,College,2011-01-08,Employed,M,86599,Suburban,Married,73,32.0,89,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350,Four-Door Car,Medsize,Manual,January,2011
226,Oregon,15763,No,Basic,Bachelor,2011-02-15,Employed,F,44362,Rural,Married,66,15.0,75,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142,Four-Door Car,Small,Automatic,February,2011
227,Oregon,4274,No,Premium,Bachelor,2011-01-30,Employed,F,82214,Rural,Married,106,11.0,19,1.0,1,Personal Auto,Personal L1,Offer3,Branch,239,Four-Door Car,Medsize,Automatic,January,2011
228,Nevada,2817,No,Basic,High School or Below,2011-02-16,Employed,F,41228,Suburban,Single,71,19.0,13,0.0,1,Personal Auto,Personal L3,Offer1,Branch,341,Four-Door Car,Small,Manual,February,2011
229,Nevada,5548,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331,Four-Door Car,Medsize,Manual,January,2011
230,Oregon,32655,No,Premium,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Single,153,7.0,75,0.0,2,Personal Auto,Personal L3,Offer3,Branch,1102,SUV,Medsize,Automatic,February,2011
231,Arizona,4152,No,Basic,Master,2011-02-17,Unemployed,F,0,Urban,Single,61,15.0,71,0.0,9,Personal Auto,Personal L2,Offer1,Web,209,Two-Door Car,Medsize,Manual,February,2011
232,California,2928,No,Basic,Bachelor,2011-02-15,Employed,M,51991,Rural,Married,73,4.0,95,0.0,1,Personal Auto,Personal L3,Offer2,Web,124,Four-Door Car,Medsize,Automatic,February,2011
233,California,2943,No,Extended,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,81,15.0,23,0.0,1,Personal Auto,Personal L3,Offer4,Branch,389,Two-Door Car,Large,Automatic,January,2011
234,Oregon,5320,No,Basic,High School or Below,2011-02-25,Employed,F,88669,Urban,Married,66,9.0,18,1.0,4,Personal Auto,Personal L2,Offer1,Call Center,214,Four-Door Car,Medsize,Manual,February,2011
235,Oregon,4858,No,Basic,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Single,67,15.0,79,0.0,3,Personal Auto,Personal L1,Offer2,Branch,482,Four-Door Car,Medsize,Manual,January,2011
236,Arizona,7590,No,Basic,High School or Below,2011-01-02,Disabled,M,10375,Suburban,Married,66,10.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Branch,317,Two-Door Car,Medsize,Automatic,January,2011
237,Oregon,4605,Yes,Basic,College,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,302,Four-Door Car,Large,Automatic,January,2011
238,California,7556,No,Premium,College,2011-02-25,Unemployed,M,0,Suburban,Single,114,15.0,50,0.0,3,Personal Auto,Personal L3,Offer1,Branch,821,Four-Door Car,Medsize,Automatic,February,2011
239,Oregon,9588,No,Premium,Bachelor,2011-01-31,Employed,M,84539,Rural,Married,119,10.0,71,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,65,Four-Door Car,Medsize,Manual,January,2011
